eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
6510229,229,651,Egypt,16-Jul-06,20-Oct-06,97,16,7,2006,20,10,2006,1,0,"Muslim Brotherhood, Kefaya movement",Egyptian citizens,,Israel,United States,0,0,4,0,0,"Cairo, Damietta",Damietta,2,7,8,8,,,"Numerous demonstrations take place in Cairo in protest against the Israeli incursion into Lebanon as thousands of demonstrators call on Arab governments to act to stop the fighting, denounce the United States, and express  support for Hezbollah",1,,JW,0,31.421801,31.813299,,
6510230,230,651,Egypt,15-Sep-06,22-Sep-06,8,15,9,2006,22,9,2006,1,0,Muslim Brotherhood,,,Pope Benedict XVI,,0,0,2,0,0,Cairo,Cairo,1,1,1,6,,,"In a demonstration organized by the Muslim Brotherhood, some 100 worshippers gather at al-Azhar mosque after Friday prayers to protest remarks made by Pope Benedict XVI about the prophet Muhammed and jihad.",1,,JW,0,30.064699,31.2495,,
6510231,231,651,Egypt,21-Oct-06,21-Oct-06,1,21,10,2006,21,10,2006,2,0,Helwan University students,,,Helwan University administration,,0,0,-99,0,0,Helwan,Helwan,1,2,2,6,,,Students at Helwan University protest against a university ban on wearing the niqab--the full-face veil worn by some Muslim women that allows only the eyes to show--inside the women's residence halls.,1,Dates are estimates,JW,0,29.849001,31.3342,,
6510232,232,651,Egypt,8-Nov-06,8-Nov-06,1,8,11,2006,8,11,2006,6,0,Dockworkers,,,Suez Canal Authority,,0,0,4,0,0,Port Said,Port Said,1,2,2,2,,,"About 3,000 workers at Egypt's largest shipyard go on strike after the death of a colleague who was killed in a crane accident the day before.  The workers demanded better working conditions and full compensation for the victim's family.",0,,JW,0,31.2565,32.2915,,
6510233,233,651,Egypt,21-Nov-06,24-Nov-06,4,21,11,2006,24,11,2006,1,0,University students,Muslim Brotherhood,,Culture Minister Faruq Hosni,,1,0,4,0,0,"Cairo, Minya",Cairo,1,4,4,6,10,,"Thousands of university students, including many veiled women and supporters of the Muslim Brotherhood, stage multiple demonstrations at Minya University and Al-Azhar University in protest against Culture Minister Faruq Hosni's comments.",1,,JW,0,30.064699,31.2495,,
6510233,233,651,Egypt,21-Nov-06,24-Nov-06,4,21,11,2006,24,11,2006,1,0,University students,Muslim Brotherhood,,Culture Minister Faruq Hosni,,1,0,4,0,0,"Cairo, Minya",Minya,2,4,4,6,10,,"Thousands of university students, including many veiled women and supporters of the Muslim Brotherhood, stage multiple demonstrations at Minya University and Al-Azhar University in protest against Culture Minister Faruq Hosni's comments.",1,,JW,0,29.743099,31.3011,,
6510234,234,651,Egypt,3-Dec-06,4-Dec-06,2,3,12,2006,4,12,2006,2,0,Iraqi refugees,,,Egyptian government,,1,0,2,0,0,Cairo,Cairo,1,1,1,10,,,Dozens of Iraqi refugees stage demonstrations at the Education Ministry and the residency department in downtown Cairo to protest restrictions placed on them by the Egyptian government.,0,,JW,0,30.064699,31.2495,,
6510235,235,651,Egypt,7-Dec-06,11-Apr-08,492,7,12,2006,11,4,2008,6,4,Public-sector workers,"Muslim Brotherhood, Kefaya movement",Youth activists,Egyptian government,,1,0,6,14,2,Nationwide,Nationwide,1,7,7,2,3,,"Tens of thousands of public-sector workers, from textile workers to accountants to doctors to university lecturers, engage in dozens of strikes and protests nationwide to demand higher wages in the face of rising inflation.",1,,JW,0,26.4098,30.0268,,
6510236,236,651,Egypt,10-Dec-06,10-Dec-06,1,10,12,2006,10,12,2006,1,0,Muslim Brotherhood,,,Egyptian universities,,0,0,3,0,1,Cairo,Cairo,1,1,1,7,,,Hundreds of Muslim Brotherhood supporters demonstrate at Al-Azhar University to protest the expulsion of some Brotherhood supporters from universities.,1,,JW,0,30.064699,31.2495,,
6510237,237,651,Egypt,12-Dec-06,12-Dec-06,1,12,12,2006,12,12,2006,1,0,Kefaya movement,,,Egyptian government,,1,0,3,0,1,Cairo,Cairo,1,1,1,10,,,Just over 100 supporters of the pro-reform Kefaya movement gather outside of the Press Syndicate in Cairo to mark the anniversary of their campaign to end President Hosni Mubarak's rule.,1,,JW,0,30.064699,31.2495,,
6510238,238,651,Egypt,29-Dec-06,29-Dec-06,1,29,12,2006,29,12,2006,2,0,Human rights activists,,,Egyptian government and security forces,,1,1,2,0,0,Cairo,Cairo,1,1,1,10,,,"Surrounded by riot police, a group of about 20 activists holds a candlelight vigil at the spot where, a year ago, some 25 Sudanese refugees died when Egyptian security forces used batons and water cannons to evict them.",0,,JW,0,30.064699,31.2495,,
6510239,239,651,Egypt,3-Jan-07,5-Jan-07,3,3,1,2007,5,1,2007,1,0,Opposition groups,Lawyers,Egyptian Muslims,Iraq,"United States, Iran",0,0,3,0,0,Cairo,Cairo,1,1,1,8,,,"Opposition groups angered over the hasty execution of Saddam Hussein hold protests, calling on Arab governments to expel Iraqi diplomatic missions from their countries and to denounce the US.",1,,JW,0,30.064699,31.2495,,
6510240,240,651,Egypt,18-Jan-07,18-Jan-07,1,18,1,2007,18,1,2007,2,0,Egyptian citizens,,,Egyptian government,,1,0,3,0,0,Cairo,Cairo,1,1,1,3,,,Around 200 demonstrators gather outside the Sayeda Zeinab mosque in downtown Cairo to mark the 30th anniversary of the 1977 bread riots and to protest against rising prices of basic commodities.,1,,JW,0,30.064699,31.2495,,
6510241,241,651,Egypt,3-Feb-07,3-Feb-07,1,3,2,2007,3,2,2007,1,0,Photojournalists,,,Egyptian government and security forces,,1,1,2,0,0,Cairo,Cairo,1,1,1,10,,,Some 30 photographers from Egyptian newspapers and international wire agencies stage a demonstration outside the Journalists' Syndicate in downtown Cairo to protest their exclusion from parliament.,0,,JW,0,30.064699,31.2495,,
6510242,242,651,Egypt,9-Feb-07,19-Feb-07,11,9,2,2007,19,2,2007,1,0,Muslim Brotherhood,Islamist students and teachers,,Israel,,0,0,4,0,1,Nationwide,Nationwide,1,7,7,6,8,,"Some 3,500 Muslim Brotherhood members attempt to stage a mass demonstration outside of Al-Azhar mosque after Friday prayers to protest Israeli construction on a site in Jerusalem considered holy to both Muslims and Jews.",1,,JW,0,26.4098,30.0268,,
6510243,243,651,Egypt,25-Feb-07,25-Feb-07,1,25,2,2007,25,2,2007,2,0,Egyptian policeman,,,Israel,,0,0,1,0,1,Cairo,Cairo,1,1,1,8,,,An Egyptian policeman refuses to guard the Israeli embassy in Cairo and launches a hunger strike in protest.  He was sentenced to six months detention by a police tribunal.,0,Dates are estimates,JW,0,30.064699,31.2495,,
6510244,244,651,Egypt,28-Feb-07,28-Feb-07,1,28,2,2007,28,2,2007,2,0,Relatives and friends of Muslim Brotherhood financiers,,,Egyptian court,,1,0,3,0,0,Cairo,Cairo,1,1,1,10,,,About 200 relatives and friends of 29 known Muslim Brotherhood financiers protest outside a Cairo courtroom against the court's decision to freeze the financial assets of the 29 men on trial.,1,,JW,0,30.064699,31.2495,,
6510245,245,651,Egypt,15-Mar-07,26-Mar-07,12,15,3,2007,26,3,2007,1,0,Kefaya movement,Muslim Brotherhood students,Opposition lawmakers,President Hosni Mubarak,"Israel, United States",1,0,4,0,1,Nationwide,Nationwide,1,7,7,10,8,,About 100 Kefaya movement demonstrators gather in Cairo's central Tahrir square to denounce constitutional amendments proposed by President Hosni Mubarak.,1,,JW,0,26.4098,30.0268,,
6510246,246,651,Egypt,16-Mar-07,16-Mar-07,1,16,3,2007,16,3,2007,2,0,Muslims,,,Israel,,0,0,3,0,0,El-Arish,El-Arish,1,2,2,8,,,Several hundred worshippers gather outside the Al-Rifai mosque in downtown el-Arish in north Sinai after Friday prayers to protest the alleged killings of Egyptian prisoners of war by Israeli soldiers during the June 1967 Arab-Israeli war.,0,,JW,0,31.131901,33.8032,,
6510247,247,651,Egypt,22-Mar-07,22-Mar-07,1,22,3,2007,22,3,2007,2,4,Fire victims,,,Egyptian government,Police,1,1,3,0,1,Cairo,Cairo,1,1,1,13,,,Some 200 demonstrators from the Qalaat al-Kabash area of downtown Cairo riot to demand shelter after a fire on March 20 destroyed their homes.,0,,JW,0,30.064699,31.2495,,
6510248,248,651,Egypt,26-Apr-07,27-Apr-07,2,26,4,2007,27,4,2007,2,0,Bedouins,,,Egyptian government,Police,1,1,4,0,0,Kerem Shalom border crossing,Kerem Shalom border crossing,1,3,3,10,,,"More than 1,000 Bedouins stage an anti-government protest following the recent deaths of two Bedouins in clashes with police at a police checkpoint in the middle of the Sinai peninsula near the border with Israel.",1,,JW,0,31.214399,34.257801,,
6510249,249,651,Egypt,11-May-07,11-May-07,1,11,5,2007,11,5,2007,4,0,Muslim villagers,Coptic Christian villagers,,Coptic Christian villagers,Muslim villagers,0,0,2,0,1,Bamha,Bamha,1,3,3,6,,,"Muslims and Coptic Christians clash with sticks, stones, and Molotov cocktails after Muslim residents of the village of Bamha objected to suspected efforts by Christians to build a church on a piece of public land.",1,,JW,0,29.5833,31.233299,,
6510250,250,651,Egypt,11-Jun-07,11-Jun-07,1,11,6,2007,11,6,2007,7,2,"Security forces, police",,,Opposition voters,,0,0,-99,1,2,Nationwide,Nationwide,1,7,7,1,,,"During an election of members to the Shura Council, police and security forces bar opposition voters from polling stations across the country and arrest about 100 opposition voters.",1,,JW,0,26.4098,30.0268,,
6510251,251,651,Egypt,14-Jun-07,14-Jun-07,1,14,6,2007,14,6,2007,4,0,Muslims,Coptic Christians,,Coptic Christians,Muslims,0,0,2,0,1,Alexandria and Saft Meydum,Alexandria,1,4,4,6,,,Violent clashes erupt between Muslims and Coptic Christians in Alexandria and the village Saft Meydum south of Cairo; nearly 50 people are arrested and several injured in the two incidents.,0,,JW,0,31.198099,29.919201,,
6510251,251,651,Egypt,14-Jun-07,14-Jun-07,1,14,6,2007,14,6,2007,4,0,Muslims,Coptic Christians,,Coptic Christians,Muslims,0,0,2,0,1,Alexandria and Saft Meydum,Saft Meydum,2,4,4,6,,,Violent clashes erupt between Muslims and Coptic Christians in Alexandria and the village Saft Meydum south of Cairo; nearly 50 people are arrested and several injured in the two incidents.,0,,JW,0,29.374901,31.1684,,
6510252,252,651,Egypt,1-Jul-07,30-Sep-07,92,1,7,2007,30,9,2007,2,0,Egyptian citizens,,,Egyptian government,,1,0,4,0,0,Nationwide,Nationwide,1,7,7,3,,,Thousands of people across Egypt stage multiple protests during a major water shortage.,0,The start and end dates are only estimates,JW,0,26.4098,30.0268,,
6510253,253,651,Egypt,6-Jul-07,2-Jan-08,181,6,7,2007,2,1,2008,2,4,Palestinians,,,Egyptian border authorities,,0,1,4,0,1,Rafah border crossing,Rafah border crossing,1,3,3,8,,,Thousands of Palestinians stuck in Egypt following the June 9th closing of the Rafah border crossing protest to pressure local Egyptian authorities to reopen the border terminal.,1,,JW,0,31.2878,34.2369,,
6510254,254,651,Egypt,22-Jul-07,7-Oct-07,78,22,7,2007,7,10,2007,2,4,Bedouins,,,Egyptian government,Police and security forces,1,1,4,1,2,Multiple towns in Sinai peninsula,Multiple towns in Sinai peninsula,1,5,5,5,,,Thousands of Bedouins riot in multiple towns in the Sinai peninsula in protest against government mistreatment in the wake of a government plan to evict Bedouins and demolish their homes in order to improve security on the border.,1,,JW,0,30,33.5,coordinates are center of Sinai,no
6510255,255,651,Egypt,21-Sep-07,21-Sep-07,1,21,9,2007,21,9,2007,4,0,Muslim youths,Coptic Christian youths,,Coptic Christian youths,Muslim youths,0,0,2,0,1,Alexandria,Alexandria,1,2,2,6,,,A violent clash between Muslim and Christian youths takes place after a Muslim youth sees a Muslim girl headed toward a residential building with a Christian youth and demands to know where the girl is being taken.,0,,JW,0,31.198099,29.919201,,
6510256,256,651,Egypt,6-Oct-07,7-Oct-07,2,6,10,2007,7,10,2007,8,4,Bedouins of the Tarabin tribe,El-Arish residents,,Bedouins of the Fawakhriya tribe,Egyptian government and local police,1,1,4,0,1,El-Arish,El-Arish,1,2,2,5,9,,"Scores of masked, armed Bedouins from the Tarabin tribe open fire on Bedouins from the rival Fawakhriya tribe in the Sinai city of el-Arish, wounding three people and damaging shops and cars.",1,,JW,0,31.131901,33.8032,,
6510257,257,651,Egypt,7-Oct-07,7-Oct-07,1,7,10,2007,7,10,2007,6,0,Press Syndicate newspapers,,,Egyptian government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,10,,,Twenty-three independent and opposition newspapers affiliated with the Press Syndicate suspend publication for one day to protest a recent government clampdown that has seen several journalists hit with lengthy prison sentences.,1,,JW,0,26.4098,30.0268,,
6510258,258,651,Egypt,13-Oct-07,13-Oct-07,1,13,10,2007,13,10,2007,7,0,Police,,,Muslim Brotherhood,Muslim worshippers,0,0,3,0,0,Essalhia Al-Qadima,Essalhia Al-Qadima,1,3,3,11,,,"Police fire tear gas on hundreds of Muslim worshippers gathered outside for prayers celebrating Eid al-Fitr, the festival marking the end of the holy month of Ramadan.",1,,JW,0,30.77,31.809999,,
6510259,259,651,Egypt,26-Oct-07,26-Oct-07,1,26,10,2007,26,10,2007,4,0,Muslim villagers,Coptic Christian villagers,,Coptic Christian villagers,Muslim villagers,0,0,2,0,1,Izbat el-Abid,Izbat el-Abid,1,3,3,6,,,Muslims and Coptic Christians clash in the village of Izbat el-Abid over a land dispute.  Muslim villagers were angered over the extension of a monastery they claimed was being built on state property in a nearby village.,1,,JW,0,31.1213,30.0215,,
6510260,260,651,Egypt,29-Oct-07,29-Oct-07,1,29,10,2007,29,10,2007,1,0,Muslim Brotherhood student members,,,Egyptian government and security forces,University administration,1,0,3,0,1,Shibin el-Kawm,Shibin el-Kawm,1,2,2,7,1,,"Some 1,000 Muslim Brotherhood student members at Menoufia University protest against alleged vote rigging and security interference in student union elections.",0,,JW,0,30.5546,31.0089,,
6510261,261,651,Egypt,5-Dec-07,5-Dec-07,1,5,12,2007,5,12,2007,1,0,Al-Ghad party,,,Egyptian government,,1,0,2,0,0,Cairo,Cairo,1,1,1,10,,,Dozens of members of the al-Ghad (Tomorrow) party hold a candlelight vigil outside the party's headquarters in downtown Cairo to mark two years since a judge ordered former al-Ghad leader imprisoned.,0,,JW,0,30.064699,31.2495,,
6510262,262,651,Egypt,15-Dec-07,16-Dec-07,2,15,12,2007,16,12,2007,4,0,Muslims,,,Coptic Christians,,0,0,3,0,1,Isna,Isna,1,3,3,6,,,"About 150 Muslims angered by the alleged rape and attempted abduction of a teenage Muslim girl by Coptic Christians riot in the southern town of Isna, setting fire to several shops, smashing windows and hurling Molotov cocktails at a church.",1,,JW,0,25.297001,32.553398,,
6510263,263,651,Egypt,2-Jan-08,2-Jan-08,1,2,1,2008,2,1,2008,4,0,Bedouins,,,Egyptian government,,1,1,3,0,1,Sinai peninsula,Sinai peninsula,1,6,6,12,,,"Hundreds of Bedouins burn tires and hurl stones at government cars, seriously injuring one government employee, in an area south of the Rafah border crossing into Egypt.",1,,JW,0,29.299999,34,,no
6510264,264,651,Egypt,14-Jan-08,16-Jan-08,3,14,1,2008,16,1,2008,1,0,Muslim Brotherhood,Pro-reform activists,,U.S. President George W. Bush,,0,0,3,0,0,Cairo,Cairo,1,1,1,8,,,Over a hundred Muslim Brotherhood members and pro-reform activists gather in protests organized by the Muslim Brotherhood against U.S. President George W. Bush's visit to Egypt.,1,,JW,0,30.064699,31.2495,,
6510265,265,651,Egypt,17-Jan-08,17-Jan-08,1,17,1,2008,17,1,2008,1,0,Kefaya movement,,,Egyptian government,,1,0,2,0,1,Cairo,Cairo,1,1,1,2,,,Some 40 supporters of the Kefaya movement arrested while trying to reach the Sayeda Zeinab square in Cairo during a protest against price hikes.,0,,JW,0,30.064699,31.2495,,
6510266,266,651,Egypt,19-Jan-08,25-Jan-08,7,19,1,2008,25,1,2008,1,0,Muslim Brotherhood,,,Palestinians in Gaza,,0,0,4,0,1,"Cairo, Alexandria",Cairo,1,4,4,8,,,"Muslim Brotherhood members stage massive protests in support of Palestinians in Gaza suffering for days under an Israeli blockade and fuel cut.  In Cairo, riot police used batons and tear gas against the demonstrators and arrest over 500.",1,,JW,0,30.064699,31.2495,,
6510266,266,651,Egypt,19-Jan-08,25-Jan-08,7,19,1,2008,25,1,2008,1,0,Muslim Brotherhood,,,Palestinians in Gaza,,0,0,4,0,1,"Cairo, Alexandria",Alexandria,2,4,4,8,,,"Muslim Brotherhood members stage massive protests in support of Palestinians in Gaza suffering for days under an Israeli blockade and fuel cut.  In Cairo, riot police used batons and tear gas against the demonstrators and arrest over 500.",1,,JW,0,31.198099,29.919201,,
6510267,267,651,Egypt,22-Jan-08,5-Feb-08,15,22,1,2008,5,2,2008,4,0,Palestinians,,,Egyptian government,Egyptian border police,1,1,6,0,1,Rafah border crossing,Rafah border crossing,1,3,3,8,,,Hundreds of Palestinian protesters break through the closed border crossing between Egypt and the Gaza Strip and clash with Egyptian border police.  Rioters hurled stones at police and chanted slogans against Egyptian President Hosni Mubarak.,1,,JW,0,31.2878,34.2369,,
6510268,268,651,Egypt,13-Feb-08,13-Feb-08,1,13,2,2008,13,2,2008,1,0,Wives and children of detained Muslim Brotherhood members,American anti-war activist Cindy Sheehan,,National Council for Women,Egyptian government,1,0,2,0,0,Cairo,Cairo,1,1,1,10,,,American anti-war activist Cindy Sheehan joins a protest of some 50 heavily veiled women and children of 40 senior Muslim Brotherhood members detained for the past year.,1,,JW,0,30.064699,31.2495,,
6510269,269,651,Egypt,19-Feb-08,19-Feb-08,1,19,2,2008,19,2,2008,1,0,Assiut University faculty and students,,,Foreign newspapers,,0,0,4,0,0,Assiut,Assiut,1,2,2,6,,,"Some 4,000 students and faculty at Assiut University stage a demonstration led by the president of the university in protest against the republication by foreign newspapers of Danish cartoons depicting the prophet Muhammed.",1,,JW,0,27.1838,31.184999,,
6510270,270,651,Egypt,24-Feb-08,16-Apr-08,53,24,2,2008,16,4,2008,1,0,Muslim Brotherhood student members,,,Egyptian government,,1,0,4,0,1,"Cairo, Assiut",Cairo,1,4,4,10,,,"Over 6,500 Muslim Brotherhood student members hold multiple demonstrations at Egyptian universities to protest the military trial of 40 top Muslim Brotherhood leaders and financiers on charges of money laundering and terrorism.",1,,JW,0,30.064699,31.2495,,
6510270,270,651,Egypt,24-Feb-08,16-Apr-08,53,24,2,2008,16,4,2008,1,0,Muslim Brotherhood student members,,,Egyptian government,,1,0,4,0,1,"Cairo, Assiut",Assiut,2,4,4,10,,,"Over 6,500 Muslim Brotherhood student members hold multiple demonstrations at Egyptian universities to protest the military trial of 40 top Muslim Brotherhood leaders and financiers on charges of money laundering and terrorism.",1,,JW,0,27.1838,31.184999,,
6510271,271,651,Egypt,2-Mar-08,3-Mar-08,2,2,3,2008,3,3,2008,2,0,University students,Egyptian citizens,,Israel,United States,0,0,5,0,0,"Cairo, Alexandria, Assiut",Cairo,1,4,4,8,,,"Over 16,000 students demonstrate at universities in three major Egyptian cities, calling for an end to the Israeli attacks in the Gaza Strip that have killed dozens, including children.",0,,JW,0,30.064699,31.2495,,
6510271,271,651,Egypt,2-Mar-08,3-Mar-08,2,2,3,2008,3,3,2008,2,0,University students,Egyptian citizens,,Israel,United States,0,0,5,0,0,"Cairo, Alexandria, Assiut",Alexandria,2,4,4,8,,,"Over 16,000 students demonstrate at universities in three major Egyptian cities, calling for an end to the Israeli attacks in the Gaza Strip that have killed dozens, including children.",0,,JW,0,31.198099,29.919201,,
6510271,271,651,Egypt,2-Mar-08,3-Mar-08,2,2,3,2008,3,3,2008,2,0,University students,Egyptian citizens,,Israel,United States,0,0,5,0,0,"Cairo, Alexandria, Assiut",Assiut,3,4,4,8,,,"Over 16,000 students demonstrate at universities in three major Egyptian cities, calling for an end to the Israeli attacks in the Gaza Strip that have killed dozens, including children.",0,,JW,0,27.1838,31.184999,,
6510272,272,651,Egypt,9-Mar-08,9-Apr-08,32,9,3,2008,9,4,2008,1,4,Muslim Brotherhood,,,Egyptian government,,1,0,5,0,1,Nationwide,Nationwide,1,7,7,1,,,Tens of thousands of Muslim Brotherhood members stage multiple demonstrations across Egypt to protest a wave of arrests that have targeted the group's leaders and potential candidates ahead of upcoming local elections to be held on April 8.,1,,JW,0,26.4098,30.0268,,
6510273,273,651,Egypt,28-Mar-08,28-Mar-08,1,28,3,2008,28,3,2008,2,4,Residents of Luxor,,,Egyptian government,Police,1,1,3,0,1,Luxor,Luxor,1,2,2,12,,,Hundreds of residents of the ancient Egyptian city of Luxor clash with riot police during a protest against government attempts to move them to make room for an open-air museum free of modern buildings.,1,,JW,0,25.6833,32.650002,,
6510274,274,651,Egypt,19-Apr-08,19-Apr-08,1,19,4,2008,19,4,2008,2,0,Residents of Bahariya,,,Egyptian government,,1,0,4,0,1,Bahariya,Bahariya,1,3,3,13,,,"Some 5,000 residents of Bahariya take to the streets, shouting and burning tires, to protest a government decision to redraw provincial boundaries, technically moving them from Giza province to the poorer Minya province.  Police used tear gas",0,,JW,0,29.997801,31.0529,assigned to Giza province,no
6510275,275,651,Egypt,29-Apr-08,29-Apr-08,1,29,4,2008,29,4,2008,2,0,Residents of Damietta,,,Local government officials,,0,1,4,0,0,Damietta,Damietta,1,3,3,4,,,"More than 5,000 demonstrators in the Mediterranean resort town of Damietta march on local government offices to demand a halt to construction of a nearby fertilizer plant, which protesters and environmentalists say will pollute the area.",1,,JW,0,31.421801,31.813299,,
6510276,276,651,Egypt,4-May-08,4-May-08,1,4,5,2008,4,5,2008,2,0,Anti-government activists,,,President Hosni Mubarak,,1,0,2,0,0,Cairo,Cairo,1,1,1,2,3,10,Protesters gather to demonstrate against Mubarak on his 80th birthday.,1,,JW,0,30.064699,31.2495,,
6510277,277,651,Egypt,25-May-08,24-Jun-08,31,25,5,2008,24,6,2008,2,0,Prisoners,,,President Hosni Mubarak,,1,0,3,0,1,Alexandria,Alexandria,1,2,2,10,,,Some 280 prisoners at Borg el-Arab jail near Alexandria launch a hunger strike to protest their continued detention despite repeated court orders for their release.,1,Dates are estimates,JW,0,31.198099,29.919201,,
6510278,278,651,Egypt,31-May-08,1-Jun-08,2,31,5,2008,1,6,2008,4,2,Muslims,Coptic Christians,,Coptic Christians,Muslims,0,0,3,1,0,Mallawi,Mallawi,1,3,3,6,12,,"Suspected Muslim gunmen storm the historic Abu Fana monastery in the southern town of Mallawi in Minya province and kidnap three monks, sparking clashes between Muslims and Christians that left one person dead and four wounded.",1,,JW,0,27.730801,30.845699,,
6510279,279,651,Egypt,7-Jun-08,7-Jun-08,1,7,6,2008,7,6,2008,4,0,Residents of Burg al-Burullus,,,Egyptian government,,1,0,4,0,1,Burg al-Burullus,Burg al-Burullus,1,3,3,3,,,"Some 8,000 demonstrators in the Mediterranean coastal town of Burg al-Burullus block the main Cairo-Mediterranean highway with burning tires to protest a government decision to stop providing flour subsidies.",1,,JW,0,31.583,30.981501,,
6510280,280,651,Egypt,23-Jul-08,23-Jul-08,1,23,7,2008,23,7,2008,1,0,The April 6 group,,,Egyptian government,,1,0,2,0,1,Alexandria,Alexandria,1,2,2,10,,,Some 30 youth activists calling for political reform and the release of political detainees are arrested by police during a peaceful protest on a beach in Alexandria.,1,,JW,0,31.198099,29.919201,,
6510281,281,651,Egypt,29-Jul-08,29-Jul-08,1,29,7,2008,29,7,2008,2,0,Female relatives of detained bombing suspects,,,Local government officials,,0,1,2,0,0,El-Arish,El-Arish,1,2,2,10,,,Dozens of women stage a demonstration outside the governor's office in el-Arish to protest the months-long detention without trial of their relatives who were rounded up by security forces in connection with the Sinai bombing attacks.,0,,JW,0,31.131901,33.8032,,
6510282,282,651,Egypt,7-Sep-08,7-Sep-08,1,7,9,2008,7,9,2008,4,0,Victims of deadly rockslide,,,Security forces,,0,1,-99,0,0,Cairo,Cairo,1,1,1,13,,,"Residents of a Cairo shantytown flattened by a rockslide that crushed dozens of homes and buried whole families, killing at least 50 and injuring dozens more, throw rocks at security forces.",1,,JW,0,30.064699,31.2495,,
6510283,283,651,Egypt,8-Sep-08,8-Sep-08,1,8,9,2008,8,9,2008,4,0,Prisoners,,,Prison guards,,0,1,4,1,2,Assiut,Assiut,1,2,2,13,,,"Some 3,000 prisoners at Assiut prison riot, take three prison guards hostage, and attempt a jail break after hearing rumors that another inmate had been tortured to death by police.",1,,JW,0,27.1838,31.184999,,
6510284,284,651,Egypt,19-Sep-08,28-Sep-08,10,19,9,2008,28,9,2008,4,0,Masked bandits,,,Foreign tourists,Egyptians,0,0,2,0,0,Sahara desert,Sahara desert,1,6,6,14,,,Masked bandits kidnap a group of 19 foreign tourists and Egyptians who were on an expedition in a remote corner of the Sahara desert in southwestern Egypt.,0,Npart is an estimate.,JW,0,22.3372,26.504499,,no
6510285,285,651,Egypt,5-Oct-08,6-Oct-08,2,5,10,2008,6,10,2008,1,0,Muslim Brotherhood,Kefaya movement,Labor party,Egyptian government,Israel,1,0,2,0,1,"Cairo, Suez Canal, Rafah border crossing",Cairo,1,7,8,8,,,At least 25 members of the Muslim Brotherhood who had gathered outside the Journalists' Syndicate in downtown Cairo preparing to leave on a 200-mile trip across the Sinai desert to deliver supplies to Palestinians in Gaza are arrested by police,1,,JW,0,30.064699,31.2495,,
6510285,285,651,Egypt,5-Oct-08,6-Oct-08,2,5,10,2008,6,10,2008,1,0,Muslim Brotherhood,Kefaya movement,Labor party,Egyptian government,Israel,1,0,2,0,1,"Cairo, Suez Canal, Rafah border crossing",Suez Canal,2,7,8,8,,,At least 25 members of the Muslim Brotherhood who had gathered outside the Journalists' Syndicate in downtown Cairo preparing to leave on a 200-mile trip across the Sinai desert to deliver supplies to Palestinians in Gaza are arrested by police,1,,JW,0,30.754999,32.3442,,
6510285,285,651,Egypt,5-Oct-08,6-Oct-08,2,5,10,2008,6,10,2008,1,0,Muslim Brotherhood,Kefaya movement,Labor party,Egyptian government,Israel,1,0,2,0,1,"Cairo, Suez Canal, Rafah border crossing",Rafah border crossing,3,7,8,8,,,At least 25 members of the Muslim Brotherhood who had gathered outside the Journalists' Syndicate in downtown Cairo preparing to leave on a 200-mile trip across the Sinai desert to deliver supplies to Palestinians in Gaza are arrested by police,1,,JW,0,31.2878,34.2369,,
6510286,286,651,Egypt,9-Oct-08,9-Oct-08,1,9,10,2008,9,10,2008,4,0,Residents of Samalout,,,Police,,0,1,3,0,1,Samalout,Samalout,1,3,3,10,,,More than 100 residents of Samalout attack police with stones and set fire to a police truck after learning of the death of a pregnant woman who died of internal bleeding when police shoved her to floor.,0,,JW,0,28.3018,30.714899,,
6510287,287,651,Egypt,6-Nov-08,6-Nov-08,1,6,11,2008,6,11,2008,4,0,Supporters of rival al-Ghad leader,,,Ayman Nour loyalists,,0,0,3,0,1,Cairo,Cairo,1,1,1,13,,,"About 200 supporters of Moussa Moustafa Moussa, a pro-government figure who claims to be the rightful leader of the al-Ghad (Tomorrow) party, storm the al-Ghad headquarters and set it on fire.",1,,JW,0,30.064699,31.2495,,
6510288,288,651,Egypt,10-Nov-08,10-Nov-08,1,10,11,2008,10,11,2008,2,0,Female protesters,,,Local government officials,,0,1,1,1,2,Qena,Qena,1,2,2,12,,,"A woman is killed and another injured in the southern city of Qena after they stand in front of a bulldozer that was fulfilling a court-ordered demolition of the women's house, which was built without a permit.",0,,JW,0,26.1667,32.716702,,
6510289,289,651,Egypt,10-Nov-08,13-Nov-08,4,10,11,2008,13,11,2008,4,0,Bedouin tribesmen,,,Police,,0,1,-99,3,2,Sinai peninsula,Sinai peninsula,1,6,6,5,10,,Violent clashes erupt between Bedouin tribesmen and police in an area of the Sinai peninsula near the Israeli border south of Gaza after a suspected Bedouin drug smuggler is killed in a shootout with police.,1,,JW,0,29.299999,34,,no
